county,department,expenditures_ytd,fiscal_year,bin
Loudoun,Mapping & Geographic Information,"2,361,262",2015,Community Development
Loudoun,Mapping & Geographic Information,"2,395,767",2016,Community Development
Loudoun,Non-Departmental,"984,242,190",2017,Other
Loudoun,Non-Departmental,"1,074,458,882",2018,Other
Loudoun,Non-Departmental,"1,097,455,821",2019,Other
Loudoun,Non-Departmental,"1,218,067,849",2020,Other
Loudoun,Non-Departmental,"1,230,248,527",2021,Other
Loudoun,Non-Departmental3,"$14,545,868",2014,Other
Loudoun,Non-Departmental3,"9,091,565",2015,Other
Loudoun,Non-Departmental3,"9,024,079",2016,Other
Loudoun,"Parks, Recreation, and Community","34,6$72,374",2014,Community Development
Loudoun,"Parks, Recreation, and Community","40,578,738",2015,Community Development
Loudoun,"Parks, Recreation, and Community","39,333,982",2016,Community Development
Loudoun,"Parks,Recreation, and Community Services","39,070,748",2017,Community Development
Loudoun,"Parks,Recreation, and Community Services","40,927,788",2018,Community Development
Loudoun,"Parks,Recreation, and Community Services","48,411,720",2019,Community Development
Loudoun,"Parks,Recreation, and Community Services","52,967,866",2020,Community Development
Loudoun,"Parks,Recreation, and Community Services","55,510,000",2021,Community Development
Loudoun,Planning  and Zoning,"5,696,174",2014,Community Development
Loudoun,Planning  and Zoning,"6,411,227",2015,Community Development
Loudoun,Planning  and Zoning,"6,508,327",2016,Community Development
Loudoun,Planning and Zoning,"7,209,158",2017,Community Development
Loudoun,Planning and Zoning,"7,462,969",2018,Community Development
Loudoun,Planning and Zoning,"7,629,769",2019,Community Development
Loudoun,Planning and Zoning,"8,615,962",2020,Community Development
Loudoun,Planning and Zoning,"8,863,001",2021,Community Development
Loudoun,Reg. Orgs/Intergovt. Aid/Non-Profit,"5,151,911",2014,Finances
Loudoun,Reg. Orgs/Intergovt. Aid/Non-Profit,"5,417,489",2015,Finances
Loudoun,Reg. Orgs/Intergovt. Aid/Non-Profit,"5,759,730",2016,Finances
Loudoun,Sheriff,"73,575,483",2014,Publlic Safety
Loudoun,Sheriff,"80,698,173",2015,Publlic Safety
Loudoun,Sheriff,"83,694,863",2016,Publlic Safety
Loudoun,Sheriff’s Office,"84,212,725",2017,Publlic Safety
Loudoun,Sheriff’s Office,"86,040,283",2018,Publlic Safety
Loudoun,Sheriff’s Office,"89,359,992",2019,Publlic Safety
Loudoun,Sheriff’s Office,"95,982,180",2020,Publlic Safety
Loudoun,Sheriff’s Office,"101,307,535",2021,Publlic Safety
Loudoun,Transportation & Capital,"18,776,681",2014,Community Development
Loudoun,Transportation & Capital,"25,876,220",2015,Community Development
Loudoun,Transportation & Capital,"29,720,401",2016,Community Development
Loudoun,Treasurer,"4,176,209",2014,Finances
Loudoun,Treasurer,"4,705,104",2015,Finances
Loudoun,Treasurer,"4,756,623",2016,Finances
Loudoun,Treasurer,"5,108,515",2017,Finances
Loudoun,Treasurer,"6,148,661",2018,Finances
Loudoun,Treasurer,"6,171,089",2019,Finances
Loudoun,Treasurer,"6,766,938",2020,Finances
Loudoun,Treasurer,"6,934,183",2021,Finances
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$11,569,374.71",2013,Social Services
Fairfax,ALCOHOL AND DRUG SERVICES,$0.00,2013,Social Services
Fairfax,BOARD OF SUPERVISORS,"$4,554,678.86",2013,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$739,969.50",2013,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$1,712,730.11",2013,Other
Fairfax,CAPITAL FACILITIES,"$11,925,564.09",2013,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$10,318,565.85",2013,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$373,517.44",2013,Governing
Fairfax,CODE COMPLIANCE,"$3,595,916.03",2013,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$2,653,086.17",2013,Governing
Fairfax,COUNTY ATTORNEY,"$6,775,252.84",2013,Governing
Fairfax,COUNTY EXECUTIVE,"$5,729,016.13",2013,Governing
Fairfax,ELECTIONS,"$3,558,961.93",2013,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,661,943.53",2013,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$279,509,869.85",2013,Finances
Fairfax,FACILITIES MANAGEMENT,"$52,827,898.46",2013,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$26,791,911.07",2013,Education
Fairfax,FAMILY SERVICES,"$181,555,970.41",2013,Social Services
Fairfax,FINANCE,"$9,204,369.38",2013,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$284,278.32",2013,Finances
Fairfax,FIRE AND RESCUE,"$168,323,675.25",2013,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$2,049,657.13",2013,Governing
Fairfax,HEALTH,"$51,097,647.79",2013,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$5,151,326.61",2013,Community Development
Fairfax,HUMAN RESOURCES,"$7,560,035.10",2013,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,414,294.89",2013,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$28,380,070.09",2013,Social Services
Fairfax,INTELLECTUAL DISABILITY SERVICES,$0.00,2013,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$20,717,287.88",2013,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$20,435,292.11",2013,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$2,651,423.60",2013,Finances
Fairfax,MENTAL HEALTH SERVICES,$0.00,2013,Social Services
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$26,122,726.23",2013,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$11,001,060.88",2013,Social Services
Fairfax,PARK AUTHORITY,"$22,656,250.89",2013,Community Development
Fairfax,PLANNING AND ZONING,"$9,297,434.81",2013,Community Development
Fairfax,PLANNING COMMISSION,"$674,420.26",2013,Community Development
Fairfax,POLICE,"$170,984,615.70",2013,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,801,328.40",2013,Finances
Fairfax,PUBLIC AFFAIRS,"$1,164,637.03",2013,Governing
Fairfax,PUBLIC SAFETY COMMUNICATIONS,$0.00,2013,Public Safety
Fairfax,RETIREMENT ADMINISTRATION,$0.00,2013,Finances
Fairfax,SHERIFF,"$59,864,778.01",2013,Public Safety
Fairfax,SOLID WASTE,$0.00,2013,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2013,Community Development
Fairfax,TAX ADMINISTRATION,"$21,423,473.39",2013,Finances
Fairfax,TRANSPORTATION,"$7,394,483.00",2013,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$83,866.17",2013,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$2,896,544.66",2013,Other
Fairfax,VEHICLE SERVICES,$0.00,2013,Community Development
Fairfax,WASTEWATER,$0.00,2013,Community Development
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$11,772,165.75",2014,Social Services
Fairfax,ALCOHOL AND DRUG SERVICES,$0.00,2014,Social Services
Fairfax,BOARD OF SUPERVISORS,"$4,662,120.67",2014,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$755,410.52",2014,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$1,619,246.68",2014,Other
Fairfax,CAPITAL FACILITIES,"$12,843,760.91",2014,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$10,526,463.31",2014,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$389,818.00",2014,Governing
Fairfax,CODE COMPLIANCE,"$4,033,568.85",2014,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$2,750,206.05",2014,Governing
Fairfax,COUNTY ATTORNEY,"$6,312,069.31",2014,Governing
Fairfax,COUNTY EXECUTIVE,"$5,880,094.00",2014,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2014,Public Safety
Fairfax,ELECTIONS,"$3,537,775.76",2014,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,627,581.45",2014,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$287,626,419.94",2014,Finances
Fairfax,FACILITIES MANAGEMENT,"$51,903,173.45",2014,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$26,463,385.90",2014,Education
Fairfax,FAMILY SERVICES,"$179,525,974.49",2014,Social Services
Fairfax,FINANCE,"$7,640,312.45",2014,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$238,266.76",2014,Finances
Fairfax,FIRE AND RESCUE,"$174,769,554.47",2014,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$2,087,469.58",2014,Governing
Fairfax,HEALTH,"$51,779,264.66",2014,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$5,561,416.98",2014,Community Development
Fairfax,HUMAN RESOURCES,"$6,883,386.85",2014,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,326,420.27",2014,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$30,710,117.05",2014,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$20,636,623.39",2014,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$21,524,476.19",2014,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$4,285,558.29",2014,Finances
Fairfax,MENTAL HEALTH SERVICES,$0.00,2014,Social Services
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$25,973,253.78",2014,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$11,359,748.56",2014,Social Services
Fairfax,PARK AUTHORITY,"$23,036,746.70",2014,Community Development
Fairfax,PLANNING AND ZONING,"$10,000,096.15",2014,Community Development
Fairfax,PLANNING COMMISSION,"$701,297.63",2014,Community Development
Fairfax,POLICE,"$171,795,596.73",2014,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,442,881.59",2014,Finances
Fairfax,PUBLIC AFFAIRS,"$1,230,260.04",2014,Governing
Fairfax,SHERIFF,"$61,496,786.70",2014,Public Safety
Fairfax,SOLID WASTE,$0.00,2014,Community Development
Fairfax,TAX ADMINISTRATION,"$22,816,026.27",2014,Finances
Fairfax,TRANSPORTATION,"$7,514,317.63",2014,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$86,922.92",2014,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$4,404,903.64",2014,Other
Fairfax,WASTEWATER,$0.00,2014,Community Development
Fairfax,ACUTE & THERAPEUTIC TREATMENT,$0.00,2015,Social Services
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$12,368,238.65",2015,Social Services
Fairfax,BOARD OF SUPERVISORS,"$4,701,987.75",2015,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$903,587.85",2015,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$1,591,634.98",2015,Other
Fairfax,CAPITAL FACILITIES,"$13,150,050.86",2015,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$10,570,642.35",2015,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$370,213.17",2015,Governing
Fairfax,CODE COMPLIANCE,"$3,943,145.24",2015,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$3,376,104.55",2015,Governing
Fairfax,COMMUNITY LIVING TREATMENT&SUPPORTS,$0.00,2015,Social Services
Fairfax,COUNTY ATTORNEY,"$6,538,963.65",2015,Governing
Fairfax,COUNTY EXECUTIVE,"$5,868,895.10",2015,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2015,Public Safety
Fairfax,ELECTIONS,"$3,493,963.52",2015,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,877,334.95",2015,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$308,144,201.73",2015,Finances
Fairfax,FACILITIES MANAGEMENT,"$52,395,116.14",2015,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$26,849,178.72",2015,Education
Fairfax,FAMILY SERVICES,"$183,351,820.58",2015,Social Services
Fairfax,FINANCE,"$7,407,180.56",2015,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$230,863.73",2015,Finances
Fairfax,FIRE AND RESCUE,"$182,769,245.59",2015,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$2,098,002.53",2015,Governing
Fairfax,HEALTH,"$51,873,699.52",2015,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$5,610,671.98",2015,Community Development
Fairfax,HUMAN RESOURCES,"$7,215,554.93",2015,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,382,452.51",2015,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$33,198,737.23",2015,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$21,957,739.67",2015,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$22,480,241.43",2015,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$4,424,744.36",2015,Finances
Fairfax,MCLEAN COMMUNITY CENTER,$0.00,2015,Social Services
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$27,765,259.10",2015,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$10,914,595.16",2015,Social Services
Fairfax,PARK AUTHORITY,"$23,085,650.77",2015,Community Development
Fairfax,PLANNING AND ZONING,"$9,896,563.05",2015,Community Development
Fairfax,PLANNING COMMISSION,"$633,699.90",2015,Community Development
Fairfax,POLICE,"$178,721,676.41",2015,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,354,734.86",2015,Finances
Fairfax,PUBLIC AFFAIRS,"$1,146,688.00",2015,Governing
Fairfax,RESTON COMMUNITY CENTER,$0.00,2015,Social Services
Fairfax,RETIREMENT ADMINISTRATION,$0.00,2015,Finances
Fairfax,SHERIFF,"$61,751,472.46",2015,Public Safety
Fairfax,SOLID WASTE,$0.00,2015,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2015,Community Development
Fairfax,TAX ADMINISTRATION,"$23,087,504.93",2015,Finances
Fairfax,TRANSPORTATION,"$7,538,749.98",2015,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$2,000.00",2015,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$3,233,528.23",2015,Other
Fairfax,VEHICLE SERVICES,$0.00,2015,Community Development
Fairfax,WASTEWATER,$0.00,2015,Community Development
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$12,801,558.22",2016,Social Services
Fairfax,BOARD OF SUPERVISORS,"$5,064,665.06",2016,Social Services
Fairfax,BUSINESS PLANNING AND SUPPORT,"$985,550.71",2016,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$1,693,864.91",2016,Other
Fairfax,CAPITAL FACILITIES,"$13,542,940.60",2016,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$10,715,719.19",2016,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$395,006.41",2016,Governing
Fairfax,CODE COMPLIANCE,"$4,150,382.35",2016,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$3,632,170.09",2016,Governing
Fairfax,COUNTY ATTORNEY,"$6,437,735.51",2016,Governing
Fairfax,COUNTY EXECUTIVE,"$6,144,930.10",2016,Governing
Fairfax,ELECTIONS,"$4,377,734.19",2016,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,734,964.88",2016,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$332,034,536.18",2016,Finances
Fairfax,FACILITIES MANAGEMENT,"$55,210,286.54",2016,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$28,698,456.27",2016,Education
Fairfax,FAMILY SERVICES,"$194,711,993.78",2016,Social Services
Fairfax,FINANCE,"$7,954,468.74",2016,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$303,927.80",2016,Finances
Fairfax,FIRE AND RESCUE,"$188,123,918.81",2016,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$2,339,517.42",2016,Governing
Fairfax,HEALTH,"$53,643,468.77",2016,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$5,949,424.32",2016,Community Development
Fairfax,HUMAN RESOURCES,"$6,892,094.94",2016,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,347,232.47",2016,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$31,701,834.33",2016,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$22,285,861.25",2016,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$24,410,235.31",2016,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$4,437,211.91",2016,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$27,943,468.91",2016,Social Services
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$11,980,918.79",2016,Social Services
Fairfax,PARK AUTHORITY,"$23,444,163.05",2016,Community Development
Fairfax,PLANNING AND ZONING,"$10,519,552.36",2016,Community Development
Fairfax,PLANNING COMMISSION,"$722,936.77",2016,Community Development
Fairfax,POLICE,"$182,499,531.84",2016,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,805,795.39",2016,Finances
Fairfax,PUBLIC AFFAIRS,"$1,210,221.32",2016,Governing
Fairfax,PUBLIC SAFETY COMMUNICATIONS,$0.00,2016,Public Safety
Fairfax,RESTON COMMUNITY CENTER,$0.00,2016,Social Services
Fairfax,RETIREMENT ADMINISTRATION,$0.00,2016,Finances
Fairfax,SHERIFF,"$63,380,975.29",2016,Public Safety
Fairfax,SOLID WASTE,$0.00,2016,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2016,Community Development
Fairfax,TAX ADMINISTRATION,"$23,665,683.25",2016,Finances
Fairfax,TRANSPORTATION,"$7,842,482.89",2016,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,$0.00,2016,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$4,508,077.58",2016,Other
Fairfax,WASTEWATER,$0.00,2016,Community Development
Fairfax,ACUTE & THERAPEUTIC TREATMENT,$0.00,2017,Social Services
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$12,968,369.00",2017,Social Services
Fairfax,ANIMAL SHELTERING,"$1,059,203.55",2017,Other
Fairfax,BOARD OF SUPERVISORS,"$5,119,619.86",2017,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$1,229,660.65",2017,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$784,223.81",2017,Other
Fairfax,CAPITAL FACILITIES,"$13,564,148.60",2017,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$11,188,953.40",2017,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$403,690.30",2017,Governing
Fairfax,CODE COMPLIANCE,"$4,280,255.12",2017,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$3,645,935.03",2017,Governing
Fairfax,COMMUNITY LIVING TREATMENT&SUPPORTS,$0.00,2017,Social Services
Fairfax,COUNTY ATTORNEY,"$7,336,650.31",2017,Governing
Fairfax,COUNTY EXECUTIVE,"$6,144,887.40",2017,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2017,Public Safety
Fairfax,ELECTIONS,"$5,110,510.50",2017,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,621,214.39",2017,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$348,819,501.35",2017,Finances
Fairfax,FACILITIES MANAGEMENT,"$56,925,999.90",2017,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$27,393,884.06",2017,Education
Fairfax,FAMILY SERVICES,"$195,769,507.97",2017,Social Services
Fairfax,FINANCE,"$8,133,916.68",2017,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$304,006.33",2017,Finances
Fairfax,FIRE AND RESCUE,"$197,652,323.36",2017,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$3,437,878.45",2017,Governing
Fairfax,HEALTH,"$56,929,543.25",2017,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$6,075,172.17",2017,Community Development
Fairfax,HUMAN RESOURCES,"$7,447,241.92",2017,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,571,749.98",2017,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$33,033,565.72",2017,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$22,497,461.07",2017,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$26,861,443.65",2017,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$4,405,082.66",2017,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$29,108,032.65",2017,Social Services
Fairfax,OFFICE OF INDEPENDENT POLICE AUDITOR,"$31,565.59",2017,Public Safety
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$12,716,695.86",2017,Social Services
Fairfax,PARK AUTHORITY,"$24,227,436.71",2017,Community Development
Fairfax,PLANNING AND ZONING,"$10,939,824.54",2017,Community Development
Fairfax,PLANNING COMMISSION,"$792,008.06",2017,Community Development
Fairfax,POLICE,"$188,739,413.82",2017,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,605,771.92",2017,Finances
Fairfax,PUBLIC AFFAIRS,"$1,355,374.53",2017,Governing
Fairfax,PUBLIC SAFETY COMMUNICATIONS,$0.00,2017,Public Safety
Fairfax,SHERIFF,"$64,101,352.95",2017,Public Safety
Fairfax,SOLID WASTE,$0.00,2017,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2017,Community Development
Fairfax,TAX ADMINISTRATION,"$24,372,481.38",2017,Finances
Fairfax,TRANSPORTATION,"$8,178,648.61",2017,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$21,330.03",2017,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$3,183,976.62",2017,Other
Fairfax,VEHICLE SERVICES,$0.00,2017,Community Development
Fairfax,WASTEWATER,$0.00,2017,Community Development
Fairfax,ACUTE & THERAPEUTIC TREATMENT,$0.00,2018,Social Services
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,"$13,421,349.31",2018,Social Services
Fairfax,ANIMAL SHELTERING,"$2,161,125.65",2018,Other
Fairfax,BOARD OF SUPERVISORS,"$5,088,578.08",2018,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$1,009,630.88",2018,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$809,284.00",2018,Other
Fairfax,CAPITAL FACILITIES,"$13,972,068.87",2018,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$11,396,333.68",2018,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$452,271.99",2018,Governing
Fairfax,CODE COMPLIANCE,"$4,322,854.86",2018,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$3,711,042.60",2018,Governing
Fairfax,COUNTY ATTORNEY,"$7,358,235.78",2018,Governing
Fairfax,COUNTY EXECUTIVE,"$6,439,657.24",2018,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2018,Public Safety
Fairfax,ELECTIONS,"$4,528,347.60",2018,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,810,661.38",2018,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$364,459,918.71",2018,Finances
Fairfax,FACILITIES MANAGEMENT,"$57,171,867.41",2018,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$28,753,170.94",2018,Education
Fairfax,FAMILY SERVICES,"$194,899,376.37",2018,Social Services
Fairfax,FINANCE,"$7,769,691.68",2018,Finances
Fairfax,FINANCIAL AND PROGRAM AUDITOR,"$319,484.98",2018,Finances
Fairfax,FIRE AND RESCUE,"$199,105,994.48",2018,Public Safety
Fairfax,GENERAL DISTRICT COURT,"$3,814,798.00",2018,Governing
Fairfax,HEALTH,"$57,515,134.39",2018,Social Services
Fairfax,HOUSING AND COMMUNITY DEVELOPMENT,"$6,416,330.49",2018,Community Development
Fairfax,HUMAN RESOURCES,"$7,359,894.23",2018,Social Services
Fairfax,HUMAN RIGHTS AND EQUITY PROGRAMS,"$1,498,459.40",2018,Social Services
Fairfax,INFORMATION TECHNOLOGY,"$32,826,498.93",2018,Social Services
Fairfax,JUVENILE AND DOMESTIC RELATIONS DISTRICT,"$22,120,513.74",2018,Governing
Fairfax,LAND DEVELOPMENT SERVICES,"$27,320,812.75",2018,Community Development
Fairfax,MANAGEMENT AND BUDGET,"$4,938,070.23",2018,Finances
Fairfax,NEIGHBORHOOD AND COMMUNITY SERVICES,"$29,553,496.00",2018,Social Services
Fairfax,OFFICE OF INDEPENDENT POLICE AUDITOR,"$227,579.93",2018,Public Safety
Fairfax,OFFICE TO PREVENT AND END HOMELESSNESS,"$13,020,271.61",2018,Social Services
Fairfax,PARK AUTHORITY,"$24,976,580.76",2018,Community Development
Fairfax,PLANNING AND ZONING,"$11,911,771.22",2018,Community Development
Fairfax,PLANNING COMMISSION,"$824,927.11",2018,Community Development
Fairfax,POLICE,"$192,853,382.18",2018,Public Safety
Fairfax,PROCUREMENT & MATERIAL MANAGEMENT,"$4,169,110.66",2018,Finances
Fairfax,PUBLIC AFFAIRS,"$1,471,603.94",2018,Governing
Fairfax,RESTON COMMUNITY CENTER,$0.00,2018,Community Development
Fairfax,SHERIFF,"$65,419,417.65",2018,Public Safety
Fairfax,SOLID WASTE,$0.00,2018,Community Development
Fairfax,STORMWATER MANAGEMENT,$0.00,2018,Community Development
Fairfax,TAX ADMINISTRATION,"$24,317,624.31",2018,Finances
Fairfax,TRANSPORTATION,"$8,160,306.47",2018,Community Development
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (NO,"$20,044.97",2018,Other
Fairfax,UNCLASSIFIED ADMINISTRATIVE EXPENSES (PU,"$4,154,658.77",2018,Other
Fairfax,VEHICLE SERVICES,$0.00,2018,Community Development
Fairfax,ACUTE & THERAPEUTIC TREATMENT,$0.00,2019,Social Services
Fairfax,ADMINISTRATION FOR HUMAN SERVICES,$0.00,2019,Social Services
Fairfax,ANIMAL SHELTERING,"$2,302,336.42",2019,Other
Fairfax,BOARD OF SUPERVISORS,"$5,320,888.25",2019,Governing
Fairfax,BUSINESS PLANNING AND SUPPORT,"$1,030,131.40",2019,Community Development
Fairfax,CABLE AND CONSUMER SERVICES,"$772,381.61",2019,Other
Fairfax,CAPITAL FACILITIES,"$13,652,448.73",2019,Finances
Fairfax,CIRCUIT COURT AND RECORDS,"$11,681,719.31",2019,Governing
Fairfax,CIVIL SERVICE COMMISSION,"$394,141.17",2019,Governing
Fairfax,CODE COMPLIANCE,"$4,454,539.20",2019,Governing
Fairfax,COMMONWEALTH'S ATTORNEY,"$3,939,548.04",2019,Governing
Fairfax,COUNTY ATTORNEY,"$7,501,490.20",2019,Governing
Fairfax,COUNTY EXECUTIVE,"$6,925,329.34",2019,Governing
Fairfax,CSB CENTRAL ADMINISTRATION,$0.00,2019,Public Safety
Fairfax,ELECTIONS,"$4,362,730.31",2019,Governing
Fairfax,EMERGENCY MANAGEMENT,"$1,769,630.77",2019,Public Safety
Fairfax,EMPLOYEE BENEFITS,"$379,736,074.38",2019,Finances
Fairfax,FACILITIES MANAGEMENT,"$59,609,372.78",2019,Community Development
Fairfax,FAIRFAX COUNTY PUBLIC LIBRARY,"$29,596,605.40",2019,Education
